Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
299.087,303.091,P20,10,laughing
306.991,312.087,P20,10,laughing
309.063,313.007,P22,10,laughing
309.067,312.979,P21,10,laughing
311.047,313.039,P23,10,laughing
312.975,314.071,P20,13,compliment
322.979,328.063,P21,3,repair
324.063,330.039,P20,9,whispering
329.991,331.035,P20,9,whispering
334.987,336.051,P22,9,whispering
336.055,339.067,P21,3,repair
348.075,353.039,P20,10,laughing
348.975,355.051,P21,10,laughing
351.067,354.063,P22,10,laughing
366.091,371.019,P20,9,whispering
373.059,379.975,P20,9,whispering
380.019,382.007,P20,9,whispering
385.995,390.979,P22,3,repair
395.035,398.019,P21,10,laughing
396.003,401.075,P22,10,laughing
396.063,398.975,P20,10,laughing
401.059,403.995,P22,13,compliment
412.035,414.059,P22,10,laughing
419.019,422.075,P23,9,whispering
443.047,448.995,P20,10,laughing
444.035,445.027,P21,2,acknowledgement 
445.055,447.059,P22,9,whispering
449.031,451.979,P20,9,whispering
449.987,452.047,P22,10,laughing
453.091,455.031,P22,10,laughing
454.063,457.035,P20,9,whispering
462.079,464.039,P20,10,laughing
462.979,464.043,P21,10,laughing
465.079,467.007,P20,2,acknowledgement 
474.087,476.007,P22,12,"""thank you"""
479.027,482.987,P23,3,repair
490.023,492.047,P22,11,exclamation
492.051,494.087,P23,20,insult
513.983,518.039,P20,10,laughing
516.079,518.059,P22,12,"""thank you"""
518.059,521.051,P22,13,compliment
519.991,521.055,P20,13,compliment
528.055,531.975,P22,10,laughing
533.991,541.975,P22,10,laughing
534.987,540.075,P20,10,laughing
535.015,536.059,P20,14,positive tone 
538.075,541.979,P23,9,whispering
550.991,552.067,P23,9,whispering
565.055,567.051,P22,13,compliment
565.079,568.083,P21,9,whispering
566.031,568.995,P23,19,judgemental 
579.991,584.087,P23,3,repair
581.047,582.983,P20,9,whispering
584.987,589.047,P22,9,whispering
586.051,590.035,P23,3,repair
608.999,613.015,P21,10,laughing
610.063,613.055,P22,13,compliment
639.023,640.043,P22,10,laughing
676.059,677.055,P20,14,positive tone 
676.987,680.075,P21,10,laughing
677.011,679.059,P20,10,laughing
677.043,679.983,P22,10,laughing
682.031,684.975,P22,20,insult
687.087,690.027,P23,9,whispering
691.087,693.991,P23,3,repair
760.043,761.091,P22,10,laughing
770.991,772.051,P21,10,laughing
780.043,782.019,P21,21,cut off agent
780.979,781.079,P20,21,cut off agent
805.975,807.019,P21,21,cut off agent
807.975,810.015,P22,10,laughing
817.048,821.988,P23,3,repair
832.076,833.98,P21,14,positive tone 
844.088,847.08,P22,3,repair
855.012,857.988,P21,10,laughing
855.976,857.988,P20,10,laughing
856.048,859.084,P22,9,whispering
856.06,858.0,P22,10,laughing
904.08,906.064,P23,12,"""thank you"""
916.06,918.064,P22,10,laughing
922.092,924.056,P20,10,laughing
303.043,314.995,P22,30,Laugh
309.071,314.007,P20,32,Compliment
324.071,333.007,P20,6,Relevancy
329.975,333.011,P22,35,Judgemental Verbal
347.995,354.011,P20,30,Laugh
374.031,379.023,P21,36,Angry Verbal
376.987,382.003,P20,35,Judgemental Verbal
391.071,402.023,P22,30,Laugh
391.071,402.023,P22,35,Judgemental Verbal
391.071,402.023,P22,6,Relevancy
401.063,405.003,P22,32,Compliment
420.039,425.055,P22,29,Whisper
421.047,423.055,P20,29,Whisper
444.011,456.031,P22,29,Whisper
444.011,456.031,P22,30,Laugh
448.055,454.015,P20,29,Whisper
454.007,458.999,P20,6,Relevancy
457.083,461.999,P23,29,Whisper
460.059,465.047,P21,30,Laugh
461.007,467.975,P22,3,Answer Question
462.991,468.091,P20,3,Answer Question
470.011,477.015,P22,31,Thank You
485.055,493.039,P22,35,Judgemental Verbal
490.051,495.083,P23,35,Judgemental Verbal
490.083,493.975,P20,29,Whisper
517.995,518.079,P22,31,Thank You
518.083,522.043,P22,6,Relevancy
519.991,522.047,P20,6,Relevancy
528.027,541.071,P22,30,Laugh
530.071,540.015,P20,6,Relevancy
537.035,546.079,P22,6,Relevancy
538.003,544.079,P23,29,Whisper
553.091,568.983,P23,4,Follow-Up Question
556.039,569.023,P22,32,Compliment
598.071,614.979,P22,6,Relevancy
600.071,610.055,P20,30,Laugh
670.091,680.059,P21,30,Laugh
672.047,679.039,P20,29,Whisper
677.083,681.035,P22,30,Laugh
680.035,684.987,P22,6,Relevancy
757.035,761.983,P22,30,Laugh
768.027,777.999,P20,29,Whisper
806.003,808.051,P21,37,Interrupt 
825.004,836.088,P21,29,Whisper
851.072,860.084,P22,6,Relevancy
851.072,860.084,P22,30,Laugh
853.0,857.988,P21,30,Laugh
854.024,857.992,P20,30,Laugh
901.008,906.98,P23,29,Whisper
