Start_frame,End_frame,Participant,Behavior_ID,Behavior_Description
7404,7530,P13,5,eye contact 
7406,7556,P12,5,eye contact 
7408,7527,P9,5,eye contact 
7409,7620,P14,5,eye contact 
7434,7527,P10,5,eye contact 
7530,7644,P12,8,smiling at agent
7619,7764,P12,8,smiling at agent
7677,7734,P9,15,moving away 
7763,8246,P13,5,eye contact 
7792,8153,P10,5,eye contact 
7799,7913,P11,5,eye contact 
7823,8183,P12,5,eye contact 
7853,8428,P14,5,eye contact 
7882,7920,P11,9,whispering
8033,8220,P11,5,eye contact 
8070,8247,P12,8,smiling at agent
8124,8367,P10,8,smiling at agent
8159,8280,P9,15,moving away 
8244,8366,P13,8,smiling at agent
8369,8428,P9,4,moving towards 
8544,8907,P14,5,eye contact 
8547,8603,P12,9,whispering
8695,8910,P12,5,eye contact 
8969,9142,P12,8,smiling at agent
8994,9030,P11,15,moving away 
9090,9209,P11,9,whispering
9203,9474,P12,8,smiling at agent
9266,9479,P14,5,eye contact 
9357,9444,P9,6,nodding
9412,9505,P14,4,moving towards 
9562,9714,P9,4,moving towards 
9810,10260,P12,5,eye contact 
9838,9955,P11,4,moving towards 
10252,10344,P11,5,eye contact 
10260,10466,P9,5,eye contact 
10436,10522,P11,9,whispering
10680,10794,P12,8,smiling at agent
10733,10860,P14,9,whispering
10882,11002,P9,9,whispering
11095,11308,P10,5,eye contact 
11125,11487,P12,5,eye contact 
11130,11335,P13,4,moving towards 
11214,11244,P9,4,moving towards 
11365,11400,P10,8,smiling at agent
11370,11488,P14,5,eye contact 
11430,11490,P11,9,whispering
11577,11782,P9,5,eye contact 
11609,11669,P12,9,whispering
11814,12029,P11,5,eye contact 
11845,12089,P13,6,nodding
11995,12084,P10,6,nodding
12026,12177,P9,6,nodding
12055,12300,P12,5,eye contact 
12113,12329,P9,5,eye contact 
12329,12504,P10,5,eye contact 
12594,12720,P9,5,eye contact 
12656,12713,P10,9,whispering
12956,13162,P11,5,eye contact 
12984,13195,P12,4,moving towards 
13047,13500,P14,5,eye contact 
13139,13378,P9,5,eye contact 
13169,13288,P10,5,eye contact 
13315,13437,P14,8,smiling at agent
13380,13439,P10,8,smiling at agent
13462,13620,P14,4,moving towards 
13494,13736,P13,5,eye contact 
13590,13830,P10,8,smiling at agent
13739,14395,P14,5,eye contact 
